Old URL,Original Type,Corrected Type,Title,Status,Canonical,Matching New URL,Match Confidence,Action,Review Required,Notes
https://www.braveheartspublishing.com/blog,page,Standard page,"Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",published,https://www.braveheartspublishing.com/blog,https://www.braveheartspublishing.com/blog/,high,Preserve URL,no,title similarity=0.08; public sitemap/HTML review
https://www.braveheartspublishing.com/blog/science-books-for-kids-that-feel-like-adventures,post,Blog post,Best Science Books for Kids That Feel Like Real Adventures — Brave Hearts Publishing,published,https://www.braveheartspublishing.com/blog/science-books-for-kids-that-feel-like-adventures,https://www.braveheartspublishing.com/science-books-for-kids-that-feel-like-adventures/,high,301 after final host and Rank Math conflict check,no,title similarity=0.59; public sitemap/HTML review
https://www.braveheartspublishing.com/blog/dog-man-to-magic-tree-house-reading-roadmap,post,Blog post,From Dog Man to Magic Tree House: The Reading Roadmap — Brave Hearts Publishing,published,https://www.braveheartspublishing.com/blog/dog-man-to-magic-tree-house-reading-roadmap,https://www.braveheartspublishing.com/dog-man-to-magic-tree-house-reading-roadmap/,high,301 after final host and Rank Math conflict check,no,title similarity=0.81; public sitemap/HTML review
https://www.braveheartspublishing.com/blog/kirkus-review-adventures-of-charlotte-and-henry,post,Blog post,Adventures of Charlotte & Henry Gets a Kirkus GET IT Review — Brave Hearts Publishing,published,https://www.braveheartspublishing.com/blog/kirkus-review-adventures-of-charlotte-and-henry,https://www.braveheartspublishing.com/kirkus-review-adventures-of-charlotte-and-henry/,high,301 after final host and Rank Math conflict check,no,title similarity=0.71; public sitemap/HTML review
https://www.braveheartspublishing.com/blog/what-to-read-after-dog-man,post,Blog post,What to Read After Dog Man: Bridge Books for Kids — Brave Hearts Publishing,published,https://www.braveheartspublishing.com/blog/what-to-read-after-dog-man,https://www.braveheartspublishing.com/what-to-read-after-dog-man/,high,301 after final host and Rank Math conflict check,no,title similarity=0.79; public sitemap/HTML review
https://www.braveheartspublishing.com/blog/best-books-for-7-year-olds,post,Blog post,Best Books for 7 Year Olds That Turn Kids Into Readers — Brave Hearts Publishing,published,https://www.braveheartspublishing.com/blog/best-books-for-7-year-olds,https://www.braveheartspublishing.com/best-books-for-7-year-olds/,high,301 after final host and Rank Math conflict check,no,title similarity=0.74; public sitemap/HTML review
https://www.braveheartspublishing.com/blog/best-summer-reading-books-for-kids-ages-6-9,post,Blog post,Best Summer Reading Books for Kids Ages 6–9 — Brave Hearts Publishing,published,https://www.braveheartspublishing.com/blog/best-summer-reading-books-for-kids-ages-6-9,https://www.braveheartspublishing.com/best-summer-reading-books-for-kids-ages-6-9/,high,301 after final host and Rank Math conflict check,no,title similarity=0.76; public sitemap/HTML review
https://www.braveheartspublishing.com/blog/books-like-magic-tree-house,post,Blog post,8 Books Like Magic Tree House Your Kids Will Love Just as Much Page — Brave Hearts Publishing,published,https://www.braveheartspublishing.com/blog/books-like-magic-tree-house,https://www.braveheartspublishing.com/books-like-magic-tree-house/,high,301 after final host and Rank Math conflict check,no,title similarity=0.81; public sitemap/HTML review
https://www.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books,post,Blog post,The Gap Between Picture Books and Chapter Books Is Real — Here's What Goes There — Brave Hearts Publishing,published,https://www.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books,https://www.braveheartspublishing.com/gap-between-picture-books-and-chapter-books/,high,301 after final host and Rank Math conflict check,no,title similarity=0.87; public sitemap/HTML review
https://www.braveheartspublishing.com/blog/why-i-wrote-this-book,post,Blog post,Charlotte Is Real. Henry Is Real. And This Is Why I Wrote Them a Book. — Brave Hearts Publishing,published,https://www.braveheartspublishing.com/blog/why-i-wrote-this-book,https://www.braveheartspublishing.com/why-i-wrote-this-book/,high,301 after final host and Rank Math conflict check,no,title similarity=0.85; public sitemap/HTML review
